# t mom[0] mom[1] mom[2] mom[3] mom[4] mom[5]
8.093714612526750792e-04 1.000000000000027756e+00 -2.391546539305214516e-16 1.941358746919273348e-01 5.081907705084413044e-16 1.885261998184349364e-01 1.335077753581979138e-15
8.323922492164939537e-04 1.000000000000028422e+00 -2.236607355238691515e-16 1.941403204082111644e-01 5.247122475066025589e-16 1.885355044592503804e-01 1.375306054989526863e-15
8.554121056544799042e-04 1.000000000000029310e+00 -2.159137763205430014e-16 1.941447020285345104e-01 5.746063494291265565e-16 1.885446209413320084e-01 1.450931356924558553e-15
8.784310567753370828e-04 1.000000000000030198e+00 -2.397958723345088399e-16 1.941490208910734983e-01 5.926145064864813268e-16 1.885535543467306285e-01 1.565071840835053910e-15
9.014491279638455964e-04 1.000000000000031086e+00 -2.760230490051670584e-16 1.941532782970419868e-01 5.114129642643647431e-16 1.885623096003476995e-01 1.393158583961363052e-15
9.244663438071163298e-04 1.000000000000031752e+00 -2.767894025807280968e-16 1.941574755118546380e-01 5.055066626728425932e-16 1.885708914750461318e-01 1.432102045794847734e-15
9.474827281215257796e-04 1.000000000000032196e+00 -2.390086628970188599e-16 1.941616137662505182e-01 5.303090874927104317e-16 1.885793045965890591e-01 1.375245943768610563e-15
9.704983039778807127e-04 1.000000000000033307e+00 -2.582822095266539975e-16 1.941656942573803390e-01 5.218936181909226658e-16 1.885875534484164340e-01 1.416206831794564261e-15
9.935130937252737576e-04 1.000000000000033751e+00 -2.609800889375643379e-16 1.941697181498572844e-01 5.940137164830082950e-16 1.885956423762624179e-01 1.624037411213036276e-15
1.016527119015012831e-03 1.000000000000034417e+00 -2.692679225469267365e-16 1.941736865767724751e-01 6.370126595329583380e-16 1.886035755926175617e-01 1.748769382633993871e-15
1.039540400823498346e-03 1.000000000000035083e+00 -2.768812863035615253e-16 1.941776006406779331e-01 6.515732371540261804e-16 1.886113571810454359e-01 1.741746429305400482e-15
1.062552959474272413e-03 1.000000000000035971e+00 -3.153824377014150863e-16 1.941814614145360718e-01 6.519146320606528240e-16 1.886189911003539332e-01 1.772929422160639832e-15
1.085564814659002817e-03 1.000000000000036637e+00 -3.068774377847129533e-16 1.941852699426389606e-01 6.590242234178734234e-16 1.886264811886306236e-01 1.781582024684352377e-15
1.108575985458581806e-03 1.000000000000036859e+00 -3.026249378263618868e-16 1.941890272414959484e-01 6.695179130003909022e-16 1.886338311671416079e-01 1.806725007657930531e-15
1.131586490362755356e-03 1.000000000000037748e+00 -3.039681347991399677e-16 1.941927343006934759e-01 6.123147126564845862e-16 1.886410446441039446e-01 1.645824151547038702e-15
1.154596347289075890e-03 1.000000000000038636e+00 -2.838230515738073230e-16 1.941963920837260771e-01 5.975909002923458850e-16 1.886481251183325381e-01 1.586190405203314473e-15
1.177605573601797758e-03 1.000000000000039524e+00 -2.910977447209090470e-16 1.942000015287994596e-01 5.485956306868331641e-16 1.886550759827649582e-01 1.535556850319730673e-15
1.200614186130027645e-03 1.000000000000039968e+00 -2.496322809190629492e-16 1.942035635496079937e-01 6.351202983465924084e-16 1.886619005278714623e-01 1.635140163148268884e-15
1.223622201185098476e-03 1.000000000000040856e+00 -2.774718063454904989e-16 1.942070790360873600e-01 6.089936931373997960e-16 1.886686019449531904e-01 1.608603986619558477e-15
1.246629634577333355e-03 1.000000000000041300e+00 -2.705748873469825640e-16 1.942105488551409687e-01 6.583804356679685453e-16 1.886751833293290326e-01 1.754930458145069526e-15
1.269636501631357965e-03 1.000000000000041744e+00 -2.879431095594503063e-16 1.942139738513443126e-01 6.969515947410673767e-16 1.886816476834202727e-01 1.862788163427361193e-15
1.292642817203306423e-03 1.000000000000042411e+00 -2.931577737137305633e-16 1.942173548476243961e-01 7.023593864698023356e-16 1.886879979197296775e-01 1.854266970933342168e-15
1.315648595694983349e-03 1.000000000000043077e+00 -3.408679161662676762e-16 1.942206926459192906e-01 6.703688128146337225e-16 1.886942368637274103e-01 1.822250799070703545e-15
1.338653851069361014e-03 1.000000000000043521e+00 -3.196201770171392482e-16 1.942239880278145425e-01 7.029457833143999653e-16 1.887003672566379409e-01 1.889509439986270974e-15
1.361658596863925220e-03 1.000000000000044187e+00 -3.540991178179720187e-16 1.942272417551599573e-01 6.914786929486541731e-16 1.887063917581384698e-01 1.916199866540147460e-15
1.384662846204885072e-03 1.000000000000045075e+00 -3.713385882183884039e-16 1.942304545706650953e-01 6.718673599579668203e-16 1.887123129489650664e-01 1.860156140778013419e-15
1.407666611820558968e-03 1.000000000000045741e+00 -3.903666642744574391e-16 1.942336271984767548e-01 6.690005873665303723e-16 1.887181333334362887e-01 1.880706535224297194e-15
1.430669906053450013e-03 1.000000000000046185e+00 -3.582473388790486111e-16 1.942367603447371638e-01 6.883838827825338334e-16 1.887238553418926212e-01 1.870165050735717200e-15
1.453672740873749973e-03 1.000000000000046629e+00 -3.942293804606483852e-16 1.942398546981238816e-01 6.703199548749066011e-16 1.887294813330555598e-01 1.837138732875798289e-15
1.476675127890691736e-03 1.000000000000047518e+00 -3.879342725877729977e-16 1.942429109303726587e-01 6.543490970171858059e-16 1.887350135963102027e-01 1.792869998330209723e-15
1.499677078363844968e-03 1.000000000000048184e+00 -3.674394838915672083e-16 1.942459296967834481e-01 6.255469863766037232e-16 1.887404543539130675e-01 1.652774434690992755e-15
1.522678603215103050e-03 1.000000000000048850e+00 -3.294365139278354001e-16 1.942489116367092095e-01 6.389015066719415954e-16 1.887458057631251074e-01 1.679871167526085468e-15
1.545679713039412777e-03 1.000000000000049738e+00 -2.861489002822941966e-16 1.942518573740306675e-01 6.455787668196105807e-16 1.887510699182795570e-01 1.658725064424095781e-15
1.568680418114870665e-03 1.000000000000050182e+00 -2.957301160271061226e-16 1.942547675176139466e-01 6.697340786051667092e-16 1.887562488527773363e-01 1.724479845816080351e-15
1.591680728412650124e-03 1.000000000000050626e+00 -2.797040421877904005e-16 1.942576426617548535e-01 6.332394771705941749e-16 1.887613445410202817e-01 1.625518252337835396e-15
1.614680653607636395e-03 1.000000000000051070e+00 -2.925076869798542246e-16 1.942604833866078684e-01 6.705033276845657840e-16 1.887663589002790687e-01 1.728693121484671844e-15
1.637680203087470317e-03 1.000000000000051736e+00 -2.538066990004891521e-16 1.942632902586025057e-01 6.475018895181081690e-16 1.887712937925023482e-01 1.620685996268223914e-15
1.660679385961624831e-03 1.000000000000052403e+00 -2.413950989147138443e-16 1.942660638308450483e-01 6.360011704348793615e-16 1.887761510260648201e-01 1.636071372699072134e-15
1.683678211070237761e-03 1.000000000000052847e+00 -2.455976397276870083e-16 1.942688046435086247e-01 6.371897047971721861e-16 1.887809323574590747e-01 1.685397424337939614e-15
1.706676686993425542e-03 1.000000000000053735e+00 -2.823933796537097568e-16 1.942715132242099352e-01 5.753339268431534937e-16 1.887856394929319503e-01 1.536588102559692645e-15
1.729674822058597031e-03 1.000000000000054401e+00 -2.730356740010922422e-16 1.942741900883745432e-01 6.207338708091237090e-16 1.887902740900686549e-01 1.642594683172157098e-15
1.752672624348899878e-03 1.000000000000055067e+00 -2.857040559345515312e-16 1.942768357395903422e-01 6.364949488882016375e-16 1.887948377593233473e-01 1.730292442997925368e-15
1.775670101711323201e-03 1.000000000000055955e+00 -2.885687999493275616e-16 1.942794506699491719e-01 6.513143818316477809e-16 1.887993320655007023e-01 1.836591368045974854e-15
1.798667261763600483e-03 1.000000000000056843e+00 -3.004095128125764439e-16 1.942820353603790795e-01 6.726018861111853093e-16 1.888037585291908738e-01 1.855046361050463258e-15
1.821664111901844310e-03 1.000000000000057510e+00 -2.993909753402936321e-16 1.942845902809640091e-01 6.554900626353251600e-16 1.888081186281541646e-01 1.787946024609727751e-15
1.844660659307755879e-03 1.000000000000058620e+00 -2.988817066041522262e-16 1.942871158912550800e-01 6.469341508973950361e-16 1.888124137986640916e-01 1.782151432004989108e-15
1.867656910955188543e-03 1.000000000000059508e+00 -3.020965191880351374e-16 1.942896126405712631e-01 6.010228316049866531e-16 1.888166454368054858e-01 1.619659575912753533e-15
1.890652873616266395e-03 1.000000000000060396e+00 -2.828872437682548832e-16 1.942920809682905925e-01 5.850060658626897394e-16 1.888208148997300717e-01 1.482902496635377919e-15
1.913648553868727356e-03 1.000000000000061284e+00 -2.767520530103183950e-16 1.942945213041316899e-01 5.769976829915412332e-16 1.888249235068705234e-01 1.449218426516226353e-15
1.936643958101198250e-03 1.000000000000061728e+00 -2.355205411598603948e-16 1.942969340684277124e-01 6.770769001145754550e-16 1.888289725411182451e-01 1.730748829324661291e-15
1.959639092519786536e-03 1.000000000000062172e+00 -2.287825730424458761e-16 1.942993196723901417e-01 7.132387208682780599e-16 1.888329632499587407e-01 1.767430622170270236e-15
1.982633963153328498e-03 1.000000000000062839e+00 -2.045969072720169069e-16 1.943016785183656614e-01 7.243807373412221340e-16 1.888368968465741760e-01 1.785771518593074807e-15
2.005628575859658754e-03 1.000000000000063505e+00 -2.167902030504777217e-16 1.943040110000836540e-01 7.438295333855085785e-16 1.888407745109066393e-01 1.808819754612291549e-15
2.028622936330046374e-03 1.000000000000064393e+00 -2.124785100838472865e-16 1.943063175028972300e-01 8.090650826389096770e-16 1.888445973906902053e-01 1.959121750700044488e-15
2.051617050094900821e-03 1.000000000000064837e+00 -2.554254739759290411e-16 1.943085984040154313e-01 7.584161304187235351e-16 1.888483666024467489e-01 1.867739295050147476e-15
2.074610922529577205e-03 1.000000000000065725e+00 -2.734295089700163411e-16 1.943108540727289391e-01 7.677861238281665567e-16 1.888520832324508958e-01 1.967764839207250964e-15
2.097604558857647100e-03 1.000000000000066169e+00 -2.859009734190135807e-16 1.943130848706291491e-01 7.308377571094446972e-16 1.888557483376653856e-01 1.844305263688121801e-15
2.120597964156880309e-03 1.000000000000066613e+00 -2.782589178356977437e-16 1.943152911518189196e-01 7.539969371735271378e-16 1.888593629466419621e-01 1.872781096679350991e-15
2.143591143363063854e-03 1.000000000000067057e+00 -2.570906552842717296e-16 1.943174732631182955e-01 8.210876784368261850e-16 1.888629280603976168e-01 2.011919103445295894e-15
2.166584101275442070e-03 1.000000000000067502e+00 -2.707926526722340466e-16 1.943196315442626831e-01 8.060607917411250607e-16 1.888664446532591912e-01 2.039854743404824778e-15
2.189576842559818291e-03 1.000000000000068390e+00 -3.192770147896585999e-16 1.943217663280962793e-01 7.360973032581094925e-16 1.888699136736842754e-01 1.921983579210352078e-15
2.212569371753383887e-03 1.000000000000069056e+00 -3.851525592718142222e-16 1.943238779407577277e-01 6.664210894970655665e-16 1.888733360450515486e-01 1.793659058074043642e-15
2.235561693268461360e-03 1.000000000000069722e+00 -3.695180741855414348e-16 1.943259667018613635e-01 6.593385582321725170e-16 1.888767126664286367e-01 1.764191267025425368e-15
2.258553811396798658e-03 1.000000000000070832e+00 -3.443535968826369701e-16 1.943280329246721561e-01 6.349806108880043564e-16 1.888800444133137413e-01 1.666190644654229491e-15
2.281545730312442739e-03 1.000000000000071498e+00 -3.317713582311847377e-16 1.943300769162757957e-01 6.019849555041985417e-16 1.888833321383547037e-01 1.610251439564724324e-15
2.304537454076217764e-03 1.000000000000072164e+00 -3.046635571937369364e-16 1.943320989777430063e-01 6.132427034279245478e-16 1.888865766720433104e-01 1.596159624827786098e-15
2.327528986638840221e-03 1.000000000000072831e+00 -2.876402097230594216e-16 1.943340994042888903e-01 6.396882591015091867e-16 1.888897788233881159e-01 1.672380444306203825e-15
2.350520331844714508e-03 1.000000000000073275e+00 -2.930063237955350963e-16 1.943360784854281653e-01 6.459721430343943271e-16 1.888929393805668933e-01 1.738246429661041503e-15
2.373511493434649500e-03 1.000000000000074163e+00 -3.165060625434946434e-16 1.943380365051245451e-01 6.144196154813007061e-16 1.888960591115558807e-01 1.674034907683759243e-15
2.396502475049113335e-03 1.000000000000075051e+00 -3.282559319174744169e-16 1.943399737419360396e-01 5.500710943774033463e-16 1.888991387647399878e-01 1.482334586905251861e-15
2.419493280231567109e-03 1.000000000000075939e+00 -3.202530787966498470e-16 1.943418904691555649e-01 5.525913033449908575e-16 1.889021790695027403e-01 1.497506728978513824e-15
2.442483912431789913e-03 1.000000000000076383e+00 -3.127822052842839478e-16 1.943437869549480002e-01 5.260958322131556504e-16 1.889051807367993496e-01 1.442642754879979750e-15
2.465474375007939683e-03 1.000000000000077049e+00 -2.951689807202865168e-16 1.943456634624824986e-01 5.336647783589596826e-16 1.889081444597092152e-01 1.442966343446341725e-15
2.488464671229860450e-03 1.000000000000077716e+00 -2.933012623421950543e-16 1.943475202500605237e-01 5.235714636240472913e-16 1.889110709139712463e-01 1.443128137729522614e-15
2.511454804281874811e-03 1.000000000000078604e+00 -2.993062970570565761e-16 1.943493575712404720e-01 5.115859123526838179e-16 1.889139607585027525e-01 1.457086822678927416e-15
2.534444777264898557e-03 1.000000000000079270e+00 -2.988393674625336982e-16 1.943511756749586872e-01 4.778375611013732170e-16 1.889168146359017919e-01 1.380799438306743176e-15
2.557434593199202789e-03 1.000000000000079936e+00 -3.090142435211331018e-16 1.943529748056460060e-01 4.748411732835323734e-16 1.889196331729318667e-01 1.432861366871445024e-15
2.580424255027197276e-03 1.000000000000080824e+00 -2.932849998387111184e-16 1.943547552033417225e-01 5.219152367019625502e-16 1.889224169809933795e-01 1.535220164096775461e-15
2.603413765615233706e-03 1.000000000000081712e+00 -2.958287188533609447e-16 1.943565171038035833e-01 5.385133745072704102e-16 1.889251666565787136e-01 1.586399562709440580e-15
2.626403127756765914e-03 1.000000000000082601e+00 -2.901616844567786541e-16 1.943582607386142858e-01 5.398735495060170625e-16 1.889278827817125750e-01 1.577294792496237097e-15
2.649392344173373375e-03 1.000000000000083045e+00 -2.769198264026266416e-16 1.943599863352860613e-01 5.821870004288338083e-16 1.889305659243805113e-01 1.649070240332614867e-15
2.672381417517898008e-03 1.000000000000083489e+00 -3.119322607989940302e-16 1.943616941173599288e-01 6.519159832175927305e-16 1.889332166389402212e-01 1.865369205752391789e-15
2.695370350375681477e-03 1.000000000000083933e+00 -3.571940536128066381e-16 1.943633843045043941e-01 6.867804746119722409e-16 1.889358354665232054e-01 1.987396476270094608e-15
2.718359145267487762e-03 1.000000000000084821e+00 -4.110499725872954943e-16 1.943650571126090965e-01 6.348237812700897616e-16 1.889384229354209022e-01 1.881876657835172733e-15
2.741347804650943413e-03 1.000000000000085487e+00 -4.136918034108645985e-16 1.943667127538775685e-01 6.504787980225918429e-16 1.889409795614614418e-01 1.884627899848969426e-15
2.764336330922455721e-03 1.000000000000086153e+00 -4.219516127265564036e-16 1.943683514369156373e-01 6.097340490714922849e-16 1.889435058483716900e-01 1.823553475720702914e-15
2.787324726418978233e-03 1.000000000000086819e+00 -3.948564948168197538e-16 1.943699733668182716e-01 6.240561441154786971e-16 1.889460022881296886e-01 1.765260688040940548e-15
2.810312993419872979e-03 1.000000000000087486e+00 -4.125339584295339320e-16 1.943715787452532928e-01 6.450949794452863107e-16 1.889484693613046329e-01 1.833258808855760759e-15
2.833301134149089281e-03 1.000000000000087930e+00 -3.866782207163549038e-16 1.943731677705431427e-01 6.278588214945612040e-16 1.889509075373877467e-01 1.777052248512376698e-15
2.856289150775821652e-03 1.000000000000088374e+00 -3.494642231960900657e-16 1.943747406377437092e-01 6.261796364231058790e-16 1.889533172751109991e-01 1.721193392725055754e-15
2.879277045416725467e-03 1.000000000000089262e+00 -3.482044591957257423e-16 1.943762975387214598e-01 5.906455743678420253e-16 1.889556990227573841e-01 1.609997237984508542e-15
2.902264820137658626e-03 1.000000000000089706e+00 -3.822690467150797225e-16 1.943778386622272425e-01 5.243062860128595491e-16 1.889580532184589046e-01 1.540521372806420578e-15
2.925252476954577543e-03 1.000000000000090594e+00 -3.229735075317772004e-16 1.943793641939695060e-01 5.466477930666260887e-16 1.889603802904885610e-01 1.484966758505654812e-15
2.948240017835659140e-03 1.000000000000091482e+00 -3.453674422194301769e-16 1.943808743166840769e-01 5.300629709778804943e-16 1.889626806575405993e-01 1.533517284298251441e-15
2.971227444702206812e-03 1.000000000000092371e+00 -3.357477278515349553e-16 1.943823692102024936e-01 5.287094538374149255e-16 1.889649547290028209e-01 1.523098077675013712e-15
2.994214759430487063e-03 1.000000000000092815e+00 -3.517545523793090297e-16 1.943838490515183426e-01 4.725215440359243634e-16 1.889672029052205660e-01 1.358293914573528497e-15
3.017201963851977135e-03 1.000000000000093259e+00 -3.320023890275671533e-16 1.943853140148516512e-01 4.513664830390862614e-16 1.889694255777520926e-01 1.289769620830600444e-15
3.040189059756012203e-03 1.000000000000094147e+00 -3.290652012556034435e-16 1.943867642717110600e-01 4.963001037719249881e-16 1.889716231296152682e-01 1.435918715460724257e-15
3.063176048890536071e-03 1.000000000000094591e+00 -2.755549030903173512e-16 1.943881999909550518e-01 4.840724446188082589e-16 1.889737959355283770e-01 1.349398702985919812e-15
3.086162932962985446e-03 1.000000000000095035e+00 -2.557386479115815580e-16 1.943896213388507932e-01 5.265308723696004436e-16 1.889759443621421009e-01 1.472672150442291170e-15
3.109149713641669484e-03 1.000000000000095701e+00 -2.735860959378425996e-16 1.943910284791314225e-01 5.477600862449965853e-16 1.889780687682643401e-01 1.492675510747033577e-15
3.132136392556896486e-03 1.000000000000096589e+00 -2.547542443353441822e-16 1.943924215730518101e-01 5.306191175670656933e-16 1.889801695050781216e-01 1.398593782340796256e-15
3.155122971302094532e-03 1.000000000000097256e+00 -2.592161063419094056e-16 1.943938007794422107e-01 4.942930576124713831e-16 1.889822469163522645e-01 1.337675130329863139e-15
3.178109451434749100e-03 1.000000000000098144e+00 -2.267525678256559001e-16 1.943951662547619419e-01 5.455189666742464625e-16 1.889843013386475201e-01 1.459871470210355604e-15
3.201095834477839849e-03 1.000000000000098810e+00 -2.486847150390189034e-16 1.943965181531494002e-01 5.572541333973195947e-16 1.889863331015129710e-01 1.486275170631065695e-15
3.224082121920315933e-03 1.000000000000099476e+00 -2.631202355976540193e-16 1.943978566264726315e-01 5.353661411432272473e-16 1.889883425276800144e-01 1.409271400090626772e-15
3.247068315217948187e-03 1.000000000000100142e+00 -1.940101629339920650e-16 1.943991818243770431e-01 5.521777206318099872e-16 1.889903299332470754e-01 1.363830620916499983e-15
3.270054415794797133e-03 1.000000000000101030e+00 -2.184357247853725291e-16 1.944004938943326710e-01 5.605835103761013571e-16 1.889922956278604627e-01 1.424376958176323428e-15
3.293040425043864371e-03 1.000000000000101918e+00 -2.375873996149699649e-16 1.944017929816798940e-01 5.717252991521542704e-16 1.889942399148894503e-01 1.482405702421864064e-15
3.316026344328122568e-03 1.000000000000102585e+00 -2.055298736063253372e-16 1.944030792296734811e-01 5.703572996362735480e-16 1.889961630915952262e-01 1.448970029409469326e-15
3.339012174981082718e-03 1.000000000000103029e+00 -2.207261331695855510e-16 1.944043527795265569e-01 5.072232547431680821e-16 1.889980654492959267e-01 1.272657633113405705e-15
3.361997918307306314e-03 1.000000000000103917e+00 -2.109770281914475993e-16 1.944056137704520126e-01 5.034118079122442133e-16 1.889999472735255370e-01 1.295523737427889548e-15
3.384983575584040328e-03 1.000000000000104583e+00 -2.095719226543322253e-16 1.944068623397033901e-01 5.500783418241329269e-16 1.890018088441872135e-01 1.411040198143739797e-15
3.407969148061772320e-03 1.000000000000105249e+00 -2.331554985494498130e-16 1.944080986226147945e-01 4.901448819331905432e-16 1.890036504357039127e-01 1.309203868711798767e-15
3.430954636964259064e-03 1.000000000000106137e+00 -2.276000517372405605e-16 1.944093227526399459e-01 4.879337276033482155e-16 1.890054723171638584e-01 1.306857961323178950e-15
3.453940043490115984e-03 1.000000000000106581e+00 -2.213528813791823201e-16 1.944105348613891504e-01 5.423393016696849280e-16 1.890072747524594587e-01 1.409768416187477368e-15
3.476925368813187957e-03 1.000000000000107248e+00 -2.286376370560140302e-16 1.944117350786662979e-01 5.070920435676882781e-16 1.890090580004246401e-01 1.364079128964925380e-15
3.499910614083006841e-03 1.000000000000107914e+00 -2.253411209905226691e-16 1.944129235325046112e-01 5.588573535557621877e-16 1.890108223149669642e-01 1.466134575623979497e-15
3.522895780425697437e-03 1.000000000000108580e+00 -2.202234160058233744e-16 1.944141003492012576e-01 5.569844329341702289e-16 1.890125679451956642e-01 1.440834466010527043e-15
3.545880868944402929e-03 1.000000000000109246e+00 -1.760312000900303568e-16 1.944152656533509604e-01 6.115591238546321259e-16 1.890142951355454626e-01 1.511451138050687556e-15
3.568865880720425900e-03 1.000000000000110134e+00 -2.025073494594844343e-16 1.944164195678792784e-01 5.902742119875124264e-16 1.890160041258975299e-01 1.505126110647324443e-15
3.591850816813148099e-03 1.000000000000110800e+00 -2.157454241442114854e-16 1.944175622140742465e-01 6.559595889969320889e-16 1.890176951516956971e-01 1.703191520158952411e-15
3.614835678260913850e-03 1.000000000000111466e+00 -2.188950145346213967e-16 1.944186937116179903e-01 6.818633835977346424e-16 1.890193684440608646e-01 1.705079710260065296e-15
3.637820466081905218e-03 1.000000000000112355e+00 -2.412864914415480129e-16 1.944198141786167011e-01 6.670597052825070549e-16 1.890210242298993037e-01 1.706023805310621640e-15
3.660805181273868360e-03 1.000000000000113243e+00 -2.871766994145474875e-16 1.944209237316304462e-01 5.972078209897282551e-16 1.890226627320105435e-01 1.553840186949940886e-15
